0.00.035.933 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.036.498 W srv  llama_server: -----------------
0.00.036.501 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.036.501 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.036.502 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.036.502 W srv  llama_server: -----------------
0.00.037.810 I srv    load_model: loading model '/srv/models/qwen38-ud-iq1-s/Qwen3.8-Flash-Next-UD-IQ1_S-00001-of-00003.gguf'
0.04.131.070 I cmn          init: llama threadpool init, n_threads = 14
0.06.493.715 I srv    load_model: initializing, n_slots = 4, n_ctx_slot = 8192, kv_unified = 'true'
0.06.502.036 W srv          init: chat template supports preserving reasoning, it is enabled by default (may use more tokens, disable via --no-reasoning-preserve)
0.06.502.098 I srv  llama_server: model loaded
0.06.502.104 I srv  llama_server: listening on http://127.0.0.1:18600
0.20.018.887 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = -1
9.26.239.651 I slot launch_slot_: id  3 | task 290 | processing task, is_child = 0
9.35.009.611 I slot print_timing: id  3 | task 290 | prompt processing, n_tokens =    252, progress = 0.98, t =   8.77 s / 28.73 tokens per second
9.39.981.669 I slot print_timing: id  3 | task 290 | prompt eval time =   10430.52 ms /   256 tokens (   40.74 ms per token,    24.54 tokens per second)
9.39.981.674 I slot print_timing: id  3 | task 290 |        eval time =    3311.36 ms /     8 tokens (  473.05 ms per token,     2.11 tokens per second)
9.39.981.675 I slot print_timing: id  3 | task 290 |       total time =   13741.88 ms /   264 tokens
9.39.981.676 I slot print_timing: id  3 | task 290 |    graphs reused =        181
9.39.981.698 I slot      release: id  3 | task 290 | stop processing: n_tokens = 263, truncated = 0
9.44.988.262 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.973
9.44.988.307 I slot launch_slot_: id  3 | task 300 | processing task, is_child = 0
9.53.572.389 I slot print_timing: id  3 | task 300 | prompt processing, n_tokens =    252, progress = 0.98, t =   8.58 s / 29.36 tokens per second
9.58.552.311 I slot print_timing: id  3 | task 300 | prompt eval time =   10241.98 ms /   256 tokens (   40.01 ms per token,    25.00 tokens per second)
9.58.552.316 I slot print_timing: id  3 | task 300 |        eval time =    3321.88 ms /     8 tokens (  474.55 ms per token,     2.11 tokens per second)
9.58.552.317 I slot print_timing: id  3 | task 300 |       total time =   13563.86 ms /   264 tokens
9.58.552.319 I slot print_timing: id  3 | task 300 |    graphs reused =        187
9.58.552.341 I slot      release: id  3 | task 300 | stop processing: n_tokens = 263, truncated = 0
10.03.557.042 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.973
10.03.557.088 I slot launch_slot_: id  3 | task 310 | processing task, is_child = 0
10.12.128.978 I slot print_timing: id  3 | task 310 | prompt processing, n_tokens =    252, progress = 0.98, t =   8.57 s / 29.40 tokens per second
10.17.066.401 I slot print_timing: id  3 | task 310 | prompt eval time =   10204.40 ms /   256 tokens (   39.86 ms per token,    25.09 tokens per second)
10.17.066.406 I slot print_timing: id  3 | task 310 |        eval time =    3304.77 ms /     8 tokens (  472.11 ms per token,     2.12 tokens per second)
10.17.066.407 I slot print_timing: id  3 | task 310 |       total time =   13509.17 ms /   264 tokens
10.17.066.408 I slot print_timing: id  3 | task 310 |    graphs reused =        193
10.17.066.444 I slot      release: id  3 | task 310 | stop processing: n_tokens = 263, truncated = 0
10.22.071.248 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.973
10.22.071.292 I slot launch_slot_: id  3 | task 320 | processing task, is_child = 0
10.30.888.140 I slot print_timing: id  3 | task 320 | prompt processing, n_tokens =    252, progress = 0.98, t =   8.82 s / 28.58 tokens per second
10.35.866.737 I slot print_timing: id  3 | task 320 | prompt eval time =   10488.54 ms /   256 tokens (   40.97 ms per token,    24.41 tokens per second)
10.35.866.742 I slot print_timing: id  3 | task 320 |        eval time =    3306.77 ms /     8 tokens (  472.40 ms per token,     2.12 tokens per second)
10.35.866.743 I slot print_timing: id  3 | task 320 |       total time =   13795.31 ms /   264 tokens
10.35.866.744 I slot print_timing: id  3 | task 320 |    graphs reused =        199
10.35.866.781 I slot      release: id  3 | task 320 | stop processing: n_tokens = 263, truncated = 0
10.40.871.504 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.973
10.40.871.558 I slot launch_slot_: id  3 | task 330 | processing task, is_child = 0
10.49.520.145 I slot print_timing: id  3 | task 330 | prompt processing, n_tokens =    252, progress = 0.98, t =   8.65 s / 29.14 tokens per second
10.54.452.666 I slot print_timing: id  3 | task 330 | prompt eval time =   10282.37 ms /   256 tokens (   40.17 ms per token,    24.90 tokens per second)
10.54.452.671 I slot print_timing: id  3 | task 330 |        eval time =    3298.59 ms /     8 tokens (  471.23 ms per token,     2.12 tokens per second)
10.54.452.672 I slot print_timing: id  3 | task 330 |       total time =   13580.97 ms /   264 tokens
10.54.452.673 I slot print_timing: id  3 | task 330 |    graphs reused =        205
10.54.452.708 I slot      release: id  3 | task 330 | stop processing: n_tokens = 263, truncated = 0
10.59.457.888 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.973
10.59.457.967 I slot launch_slot_: id  3 | task 340 | processing task, is_child = 0
11.08.313.771 I slot print_timing: id  3 | task 340 | prompt processing, n_tokens =    252, progress = 0.98, t =   8.86 s / 28.46 tokens per second
11.13.285.304 I slot print_timing: id  3 | task 340 | prompt eval time =   10525.46 ms /   256 tokens (   41.12 ms per token,    24.32 tokens per second)
11.13.285.308 I slot print_timing: id  3 | task 340 |        eval time =    3301.74 ms /     8 tokens (  471.68 ms per token,     2.12 tokens per second)
11.13.285.310 I slot print_timing: id  3 | task 340 |       total time =   13827.19 ms /   264 tokens
11.13.285.311 I slot print_timing: id  3 | task 340 |    graphs reused =        211
11.13.285.333 I slot      release: id  3 | task 340 | stop processing: n_tokens = 263, truncated = 0
11.18.290.268 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.973
11.18.290.314 I slot launch_slot_: id  3 | task 350 | processing task, is_child = 0
11.26.808.708 I slot print_timing: id  3 | task 350 | prompt processing, n_tokens =    252, progress = 0.98, t =   8.52 s / 29.58 tokens per second
11.31.737.316 I slot print_timing: id  3 | task 350 | prompt eval time =   10148.34 ms /   256 tokens (   39.64 ms per token,    25.23 tokens per second)
11.31.737.321 I slot print_timing: id  3 | task 350 |        eval time =    3298.52 ms /     8 tokens (  471.22 ms per token,     2.12 tokens per second)
11.31.737.323 I slot print_timing: id  3 | task 350 |       total time =   13446.86 ms /   264 tokens
11.31.737.324 I slot print_timing: id  3 | task 350 |    graphs reused =        217
11.31.737.348 I slot      release: id  3 | task 350 | stop processing: n_tokens = 263, truncated = 0
11.36.742.100 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.973
11.36.742.144 I slot launch_slot_: id  3 | task 360 | processing task, is_child = 0
11.45.326.252 I slot print_timing: id  3 | task 360 | prompt processing, n_tokens =    252, progress = 0.98, t =   8.58 s / 29.36 tokens per second
11.50.249.578 I slot print_timing: id  3 | task 360 | prompt eval time =   10211.37 ms /   256 tokens (   39.89 ms per token,    25.07 tokens per second)
11.50.249.583 I slot print_timing: id  3 | task 360 |        eval time =    3295.93 ms /     8 tokens (  470.85 ms per token,     2.12 tokens per second)
11.50.249.584 I slot print_timing: id  3 | task 360 |       total time =   13507.29 ms /   264 tokens
11.50.249.585 I slot print_timing: id  3 | task 360 |    graphs reused =        223
11.50.249.609 I slot      release: id  3 | task 360 | stop processing: n_tokens = 263, truncated = 0
11.55.254.342 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.973
11.55.254.386 I slot launch_slot_: id  3 | task 370 | processing task, is_child = 0
12.03.763.317 I slot print_timing: id  3 | task 370 | prompt processing, n_tokens =    252, progress = 0.98, t =   8.51 s / 29.62 tokens per second
12.08.695.826 I slot print_timing: id  3 | task 370 | prompt eval time =   10140.86 ms /   256 tokens (   39.61 ms per token,    25.24 tokens per second)
12.08.695.831 I slot print_timing: id  3 | task 370 |        eval time =    3300.44 ms /     8 tokens (  471.49 ms per token,     2.12 tokens per second)
12.08.695.832 I slot print_timing: id  3 | task 370 |       total time =   13441.30 ms /   264 tokens
12.08.695.834 I slot print_timing: id  3 | task 370 |    graphs reused =        229
12.08.695.857 I slot      release: id  3 | task 370 | stop processing: n_tokens = 263, truncated = 0
12.13.700.584 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.973
12.13.700.627 I slot launch_slot_: id  3 | task 380 | processing task, is_child = 0
12.22.377.738 I slot print_timing: id  3 | task 380 | prompt processing, n_tokens =    252, progress = 0.98, t =   8.68 s / 29.04 tokens per second
12.27.334.358 I slot print_timing: id  3 | task 380 | prompt eval time =   10310.83 ms /   256 tokens (   40.28 ms per token,    24.83 tokens per second)
12.27.334.362 I slot print_timing: id  3 | task 380 |        eval time =    3322.76 ms /     8 tokens (  474.68 ms per token,     2.11 tokens per second)
12.27.334.364 I slot print_timing: id  3 | task 380 |       total time =   13633.59 ms /   264 tokens
12.27.334.365 I slot print_timing: id  3 | task 380 |    graphs reused =        235
12.27.334.389 I slot      release: id  3 | task 380 | stop processing: n_tokens = 263, truncated = 0
12.32.339.091 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.973
12.32.339.135 I slot launch_slot_: id  3 | task 390 | processing task, is_child = 0
12.40.897.672 I slot print_timing: id  3 | task 390 | prompt processing, n_tokens =    252, progress = 0.98, t =   8.56 s / 29.44 tokens per second
12.45.816.201 I slot print_timing: id  3 | task 390 | prompt eval time =   10182.43 ms /   256 tokens (   39.78 ms per token,    25.14 tokens per second)
12.45.816.206 I slot print_timing: id  3 | task 390 |        eval time =    3294.49 ms /     8 tokens (  470.64 ms per token,     2.12 tokens per second)
12.45.816.207 I slot print_timing: id  3 | task 390 |       total time =   13476.93 ms /   264 tokens
12.45.816.208 I slot print_timing: id  3 | task 390 |    graphs reused =        241
12.45.816.231 I slot      release: id  3 | task 390 | stop processing: n_tokens = 263, truncated = 0
12.50.821.756 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.973
12.50.821.800 I slot launch_slot_: id  3 | task 400 | processing task, is_child = 0
12.59.364.900 I slot print_timing: id  3 | task 400 | prompt processing, n_tokens =    252, progress = 0.98, t =   8.54 s / 29.50 tokens per second
13.04.288.597 I slot print_timing: id  3 | task 400 | prompt eval time =   10183.91 ms /   256 tokens (   39.78 ms per token,    25.14 tokens per second)
13.04.288.602 I slot print_timing: id  3 | task 400 |        eval time =    3282.72 ms /     8 tokens (  468.96 ms per token,     2.13 tokens per second)
13.04.288.603 I slot print_timing: id  3 | task 400 |       total time =   13466.63 ms /   264 tokens
13.04.288.604 I slot print_timing: id  3 | task 400 |    graphs reused =        247
13.04.288.628 I slot      release: id  3 | task 400 | stop processing: n_tokens = 263, truncated = 0
13.09.293.310 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.973
13.09.293.352 I slot launch_slot_: id  3 | task 410 | processing task, is_child = 0
13.17.931.440 I slot print_timing: id  3 | task 410 | prompt processing, n_tokens =    252, progress = 0.98, t =   8.64 s / 29.17 tokens per second
13.22.913.116 I slot print_timing: id  3 | task 410 | prompt eval time =   10304.63 ms /   256 tokens (   40.25 ms per token,    24.84 tokens per second)
13.22.913.122 I slot print_timing: id  3 | task 410 |        eval time =    3315.01 ms /     8 tokens (  473.57 ms per token,     2.11 tokens per second)
13.22.913.123 I slot print_timing: id  3 | task 410 |       total time =   13619.64 ms /   264 tokens
13.22.913.124 I slot print_timing: id  3 | task 410 |    graphs reused =        253
13.22.913.148 I slot      release: id  3 | task 410 | stop processing: n_tokens = 263, truncated = 0
13.27.917.816 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.973
13.27.917.861 I slot launch_slot_: id  3 | task 420 | processing task, is_child = 0
13.36.516.866 I slot print_timing: id  3 | task 420 | prompt processing, n_tokens =    252, progress = 0.98, t =   8.60 s / 29.31 tokens per second
13.41.458.186 I slot print_timing: id  3 | task 420 | prompt eval time =   10231.59 ms /   256 tokens (   39.97 ms per token,    25.02 tokens per second)
13.41.458.191 I slot print_timing: id  3 | task 420 |        eval time =    3308.56 ms /     8 tokens (  472.65 ms per token,     2.12 tokens per second)
13.41.458.192 I slot print_timing: id  3 | task 420 |       total time =   13540.16 ms /   264 tokens
13.41.458.193 I slot print_timing: id  3 | task 420 |    graphs reused =        259
13.41.458.229 I slot      release: id  3 | task 420 | stop processing: n_tokens = 263, truncated = 0
13.46.464.423 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.973
13.46.464.470 I slot launch_slot_: id  3 | task 430 | processing task, is_child = 0
13.55.055.696 I slot print_timing: id  3 | task 430 | prompt processing, n_tokens =    252, progress = 0.98, t =   8.59 s / 29.33 tokens per second
13.59.996.522 I slot print_timing: id  3 | task 430 | prompt eval time =   10223.30 ms /   256 tokens (   39.93 ms per token,    25.04 tokens per second)
13.59.996.527 I slot print_timing: id  3 | task 430 |        eval time =    3308.61 ms /     8 tokens (  472.66 ms per token,     2.12 tokens per second)
13.59.996.529 I slot print_timing: id  3 | task 430 |       total time =   13531.91 ms /   264 tokens
13.59.996.530 I slot print_timing: id  3 | task 430 |    graphs reused =        265
13.59.996.554 I slot      release: id  3 | task 430 | stop processing: n_tokens = 263, truncated = 0
14.05.001.390 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.973
14.05.001.439 I slot launch_slot_: id  3 | task 440 | processing task, is_child = 0
14.13.637.875 I slot print_timing: id  3 | task 440 | prompt processing, n_tokens =    252, progress = 0.98, t =   8.64 s / 29.18 tokens per second
14.18.574.906 I slot print_timing: id  3 | task 440 | prompt eval time =   10270.53 ms /   256 tokens (   40.12 ms per token,    24.93 tokens per second)
14.18.574.911 I slot print_timing: id  3 | task 440 |        eval time =    3302.80 ms /     8 tokens (  471.83 ms per token,     2.12 tokens per second)
14.18.574.913 I slot print_timing: id  3 | task 440 |       total time =   13573.33 ms /   264 tokens
14.18.574.914 I slot print_timing: id  3 | task 440 |    graphs reused =        271
14.18.574.937 I slot      release: id  3 | task 440 | stop processing: n_tokens = 263, truncated = 0
14.23.579.561 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.973
14.23.579.606 I slot launch_slot_: id  3 | task 450 | processing task, is_child = 0
14.32.039.215 I slot print_timing: id  3 | task 450 | prompt processing, n_tokens =    252, progress = 0.98, t =   8.46 s / 29.79 tokens per second
14.36.976.038 I slot print_timing: id  3 | task 450 | prompt eval time =   10097.53 ms /   256 tokens (   39.44 ms per token,    25.35 tokens per second)
14.36.976.043 I slot print_timing: id  3 | task 450 |        eval time =    3298.76 ms /     8 tokens (  471.25 ms per token,     2.12 tokens per second)
14.36.976.044 I slot print_timing: id  3 | task 450 |       total time =   13396.29 ms /   264 tokens
14.36.976.046 I slot print_timing: id  3 | task 450 |    graphs reused =        277
14.36.976.071 I slot      release: id  3 | task 450 | stop processing: n_tokens = 263, truncated = 0
14.41.980.746 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.973
14.41.980.790 I slot launch_slot_: id  3 | task 460 | processing task, is_child = 0
14.50.635.284 I slot print_timing: id  3 | task 460 | prompt processing, n_tokens =    252, progress = 0.98, t =   8.65 s / 29.12 tokens per second
14.55.572.079 I slot print_timing: id  3 | task 460 | prompt eval time =   10280.50 ms /   256 tokens (   40.16 ms per token,    24.90 tokens per second)
14.55.572.084 I slot print_timing: id  3 | task 460 |        eval time =    3310.64 ms /     8 tokens (  472.95 ms per token,     2.11 tokens per second)
14.55.572.085 I slot print_timing: id  3 | task 460 |       total time =   13591.15 ms /   264 tokens
14.55.572.086 I slot print_timing: id  3 | task 460 |    graphs reused =        283
14.55.572.110 I slot      release: id  3 | task 460 | stop processing: n_tokens = 263, truncated = 0
15.00.577.084 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.973
15.00.577.129 I slot launch_slot_: id  3 | task 470 | processing task, is_child = 0
15.09.083.489 I slot print_timing: id  3 | task 470 | prompt processing, n_tokens =    252, progress = 0.98, t =   8.51 s / 29.63 tokens per second
15.14.023.530 I slot print_timing: id  3 | task 470 | prompt eval time =   10132.22 ms /   256 tokens (   39.58 ms per token,    25.27 tokens per second)
15.14.023.535 I slot print_timing: id  3 | task 470 |        eval time =    3314.04 ms /     8 tokens (  473.43 ms per token,     2.11 tokens per second)
15.14.023.537 I slot print_timing: id  3 | task 470 |       total time =   13446.26 ms /   264 tokens
15.14.023.538 I slot print_timing: id  3 | task 470 |    graphs reused =        289
15.14.023.561 I slot      release: id  3 | task 470 | stop processing: n_tokens = 263, truncated = 0
15.19.028.404 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.973
15.19.028.449 I slot launch_slot_: id  3 | task 480 | processing task, is_child = 0
15.27.882.278 I slot print_timing: id  3 | task 480 | prompt processing, n_tokens =    252, progress = 0.98, t =   8.85 s / 28.46 tokens per second
15.32.820.588 I slot print_timing: id  3 | task 480 | prompt eval time =   10514.53 ms /   256 tokens (   41.07 ms per token,    24.35 tokens per second)
15.32.820.593 I slot print_timing: id  3 | task 480 |        eval time =    3277.46 ms /     8 tokens (  468.21 ms per token,     2.14 tokens per second)
15.32.820.594 I slot print_timing: id  3 | task 480 |       total time =   13792.00 ms /   264 tokens
15.32.820.595 I slot print_timing: id  3 | task 480 |    graphs reused =        295
15.32.820.620 I slot      release: id  3 | task 480 | stop processing: n_tokens = 263, truncated = 0
15.37.827.462 I srv    operator(): operator(): cleaning up before exit...
