0.00.038.545 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.039.278 W srv  llama_server: -----------------
0.00.039.282 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.039.282 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.039.283 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.039.283 W srv  llama_server: -----------------
0.00.040.648 I srv    load_model: loading model '/srv/models/qwen38-ud-iq1-s/Qwen3.8-Flash-Next-UD-IQ1_S-00001-of-00003.gguf'
0.04.663.698 I cmn          init: llama threadpool init, n_threads = 14
0.06.402.966 I srv    load_model: initializing, n_slots = 4, n_ctx_slot = 8192, kv_unified = 'true'
0.06.411.075 W srv          init: chat template supports preserving reasoning, it is enabled by default (may use more tokens, disable via --no-reasoning-preserve)
0.06.411.121 I srv  llama_server: model loaded
0.06.411.125 I srv  llama_server: listening on http://127.0.0.1:18600
0.20.020.816 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = -1
9.09.941.551 I slot launch_slot_: id  3 | task 290 | processing task, is_child = 0
9.18.646.161 I slot print_timing: id  3 | task 290 | prompt processing, n_tokens =    252, progress = 0.98, t =   8.70 s / 28.95 tokens per second
9.23.416.944 I slot print_timing: id  3 | task 290 | prompt eval time =   10294.58 ms /   256 tokens (   40.21 ms per token,    24.87 tokens per second)
9.23.416.949 I slot print_timing: id  3 | task 290 |        eval time =    3180.67 ms /     8 tokens (  454.38 ms per token,     2.20 tokens per second)
9.23.416.950 I slot print_timing: id  3 | task 290 |       total time =   13475.25 ms /   264 tokens
9.23.416.964 I slot print_timing: id  3 | task 290 |    graphs reused =        181
9.23.416.989 I slot      release: id  3 | task 290 | stop processing: n_tokens = 263, truncated = 0
9.28.421.733 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.973
9.28.421.777 I slot launch_slot_: id  3 | task 300 | processing task, is_child = 0
9.37.336.888 I slot print_timing: id  3 | task 300 | prompt processing, n_tokens =    252, progress = 0.98, t =   8.91 s / 28.27 tokens per second
9.42.127.821 I slot print_timing: id  3 | task 300 | prompt eval time =   10525.06 ms /   256 tokens (   41.11 ms per token,    24.32 tokens per second)
9.42.127.827 I slot print_timing: id  3 | task 300 |        eval time =    3180.85 ms /     8 tokens (  454.41 ms per token,     2.20 tokens per second)
9.42.127.828 I slot print_timing: id  3 | task 300 |       total time =   13705.91 ms /   264 tokens
9.42.127.829 I slot print_timing: id  3 | task 300 |    graphs reused =        187
9.42.127.853 I slot      release: id  3 | task 300 | stop processing: n_tokens = 263, truncated = 0
9.47.133.083 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.973
9.47.133.126 I slot launch_slot_: id  3 | task 310 | processing task, is_child = 0
9.55.968.750 I slot print_timing: id  3 | task 310 | prompt processing, n_tokens =    252, progress = 0.98, t =   8.84 s / 28.52 tokens per second
10.00.755.412 I slot print_timing: id  3 | task 310 | prompt eval time =   10447.98 ms /   256 tokens (   40.81 ms per token,    24.50 tokens per second)
10.00.755.417 I slot print_timing: id  3 | task 310 |        eval time =    3174.17 ms /     8 tokens (  453.45 ms per token,     2.21 tokens per second)
10.00.755.418 I slot print_timing: id  3 | task 310 |       total time =   13622.15 ms /   264 tokens
10.00.755.420 I slot print_timing: id  3 | task 310 |    graphs reused =        193
10.00.755.443 I slot      release: id  3 | task 310 | stop processing: n_tokens = 263, truncated = 0
10.05.762.636 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.973
10.05.762.679 I slot launch_slot_: id  3 | task 320 | processing task, is_child = 0
10.14.373.539 I slot print_timing: id  3 | task 320 | prompt processing, n_tokens =    252, progress = 0.98, t =   8.61 s / 29.27 tokens per second
10.19.179.631 I slot print_timing: id  3 | task 320 | prompt eval time =   10237.96 ms /   256 tokens (   39.99 ms per token,    25.00 tokens per second)
10.19.179.637 I slot print_timing: id  3 | task 320 |        eval time =    3178.86 ms /     8 tokens (  454.12 ms per token,     2.20 tokens per second)
10.19.179.638 I slot print_timing: id  3 | task 320 |       total time =   13416.81 ms /   264 tokens
10.19.179.639 I slot print_timing: id  3 | task 320 |    graphs reused =        199
10.19.179.663 I slot      release: id  3 | task 320 | stop processing: n_tokens = 263, truncated = 0
10.24.186.868 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.973
10.24.186.912 I slot launch_slot_: id  3 | task 330 | processing task, is_child = 0
10.33.025.366 I slot print_timing: id  3 | task 330 | prompt processing, n_tokens =    252, progress = 0.98, t =   8.84 s / 28.51 tokens per second
10.37.803.391 I slot print_timing: id  3 | task 330 | prompt eval time =   10450.47 ms /   256 tokens (   40.82 ms per token,    24.50 tokens per second)
10.37.803.397 I slot print_timing: id  3 | task 330 |        eval time =    3165.87 ms /     8 tokens (  452.27 ms per token,     2.21 tokens per second)
10.37.803.398 I slot print_timing: id  3 | task 330 |       total time =   13616.34 ms /   264 tokens
10.37.803.400 I slot print_timing: id  3 | task 330 |    graphs reused =        205
10.37.803.424 I slot      release: id  3 | task 330 | stop processing: n_tokens = 263, truncated = 0
10.42.808.438 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.973
10.42.808.481 I slot launch_slot_: id  3 | task 340 | processing task, is_child = 0
10.51.737.148 I slot print_timing: id  3 | task 340 | prompt processing, n_tokens =    252, progress = 0.98, t =   8.93 s / 28.22 tokens per second
10.56.583.079 I slot print_timing: id  3 | task 340 | prompt eval time =   10553.78 ms /   256 tokens (   41.23 ms per token,    24.26 tokens per second)
10.56.583.085 I slot print_timing: id  3 | task 340 |        eval time =    3220.68 ms /     8 tokens (  460.10 ms per token,     2.17 tokens per second)
10.56.583.086 I slot print_timing: id  3 | task 340 |       total time =   13774.46 ms /   264 tokens
10.56.583.087 I slot print_timing: id  3 | task 340 |    graphs reused =        211
10.56.583.111 I slot      release: id  3 | task 340 | stop processing: n_tokens = 263, truncated = 0
11.01.588.198 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.973
11.01.588.242 I slot launch_slot_: id  3 | task 350 | processing task, is_child = 0
11.10.002.361 I slot print_timing: id  3 | task 350 | prompt processing, n_tokens =    252, progress = 0.98, t =   8.41 s / 29.95 tokens per second
11.14.805.801 I slot print_timing: id  3 | task 350 | prompt eval time =   10034.86 ms /   256 tokens (   39.20 ms per token,    25.51 tokens per second)
11.14.805.806 I slot print_timing: id  3 | task 350 |        eval time =    3182.56 ms /     8 tokens (  454.65 ms per token,     2.20 tokens per second)
11.14.805.808 I slot print_timing: id  3 | task 350 |       total time =   13217.42 ms /   264 tokens
11.14.805.809 I slot print_timing: id  3 | task 350 |    graphs reused =        217
11.14.805.847 I slot      release: id  3 | task 350 | stop processing: n_tokens = 263, truncated = 0
11.19.810.656 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.973
11.19.810.699 I slot launch_slot_: id  3 | task 360 | processing task, is_child = 0
11.28.497.893 I slot print_timing: id  3 | task 360 | prompt processing, n_tokens =    252, progress = 0.98, t =   8.69 s / 29.01 tokens per second
11.33.287.628 I slot print_timing: id  3 | task 360 | prompt eval time =   10295.42 ms /   256 tokens (   40.22 ms per token,    24.87 tokens per second)
11.33.287.633 I slot print_timing: id  3 | task 360 |        eval time =    3181.37 ms /     8 tokens (  454.48 ms per token,     2.20 tokens per second)
11.33.287.634 I slot print_timing: id  3 | task 360 |       total time =   13476.79 ms /   264 tokens
11.33.287.635 I slot print_timing: id  3 | task 360 |    graphs reused =        223
11.33.287.657 I slot      release: id  3 | task 360 | stop processing: n_tokens = 263, truncated = 0
11.38.292.391 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.973
11.38.292.437 I slot launch_slot_: id  3 | task 370 | processing task, is_child = 0
11.47.037.549 I slot print_timing: id  3 | task 370 | prompt processing, n_tokens =    252, progress = 0.98, t =   8.74 s / 28.82 tokens per second
11.51.798.373 I slot print_timing: id  3 | task 370 | prompt eval time =   10350.35 ms /   256 tokens (   40.43 ms per token,    24.73 tokens per second)
11.51.798.378 I slot print_timing: id  3 | task 370 |        eval time =    3155.45 ms /     8 tokens (  450.78 ms per token,     2.22 tokens per second)
11.51.798.380 I slot print_timing: id  3 | task 370 |       total time =   13505.80 ms /   264 tokens
11.51.798.381 I slot print_timing: id  3 | task 370 |    graphs reused =        229
11.51.798.418 I slot      release: id  3 | task 370 | stop processing: n_tokens = 263, truncated = 0
11.56.805.768 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.973
11.56.805.811 I slot launch_slot_: id  3 | task 380 | processing task, is_child = 0
12.05.308.333 I slot print_timing: id  3 | task 380 | prompt processing, n_tokens =    252, progress = 0.98, t =   8.50 s / 29.64 tokens per second
12.10.106.352 I slot print_timing: id  3 | task 380 | prompt eval time =   10114.88 ms /   256 tokens (   39.51 ms per token,    25.31 tokens per second)
12.10.106.357 I slot print_timing: id  3 | task 380 |        eval time =    3185.52 ms /     8 tokens (  455.07 ms per token,     2.20 tokens per second)
12.10.106.358 I slot print_timing: id  3 | task 380 |       total time =   13300.40 ms /   264 tokens
12.10.106.360 I slot print_timing: id  3 | task 380 |    graphs reused =        235
12.10.106.383 I slot      release: id  3 | task 380 | stop processing: n_tokens = 263, truncated = 0
12.15.110.823 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.973
12.15.110.867 I slot launch_slot_: id  3 | task 390 | processing task, is_child = 0
12.23.589.319 I slot print_timing: id  3 | task 390 | prompt processing, n_tokens =    252, progress = 0.98, t =   8.48 s / 29.72 tokens per second
12.28.401.162 I slot print_timing: id  3 | task 390 | prompt eval time =   10112.50 ms /   256 tokens (   39.50 ms per token,    25.32 tokens per second)
12.28.401.167 I slot print_timing: id  3 | task 390 |        eval time =    3177.64 ms /     8 tokens (  453.95 ms per token,     2.20 tokens per second)
12.28.401.168 I slot print_timing: id  3 | task 390 |       total time =   13290.14 ms /   264 tokens
12.28.401.170 I slot print_timing: id  3 | task 390 |    graphs reused =        241
12.28.401.205 I slot      release: id  3 | task 390 | stop processing: n_tokens = 263, truncated = 0
12.33.408.212 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.973
12.33.408.252 I slot launch_slot_: id  3 | task 400 | processing task, is_child = 0
12.41.699.985 I slot print_timing: id  3 | task 400 | prompt processing, n_tokens =    252, progress = 0.98, t =   8.29 s / 30.39 tokens per second
12.46.480.823 I slot print_timing: id  3 | task 400 | prompt eval time =    9898.16 ms /   256 tokens (   38.66 ms per token,    25.86 tokens per second)
12.46.480.842 I slot print_timing: id  3 | task 400 |        eval time =    3174.27 ms /     8 tokens (  453.47 ms per token,     2.21 tokens per second)
12.46.480.844 I slot print_timing: id  3 | task 400 |       total time =   13072.44 ms /   264 tokens
12.46.480.845 I slot print_timing: id  3 | task 400 |    graphs reused =        247
12.46.480.868 I slot      release: id  3 | task 400 | stop processing: n_tokens = 263, truncated = 0
12.51.488.030 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.973
12.51.488.071 I slot launch_slot_: id  3 | task 410 | processing task, is_child = 0
12.59.916.547 I slot print_timing: id  3 | task 410 | prompt processing, n_tokens =    252, progress = 0.98, t =   8.43 s / 29.90 tokens per second
13.04.711.887 I slot print_timing: id  3 | task 410 | prompt eval time =   10041.04 ms /   256 tokens (   39.22 ms per token,    25.50 tokens per second)
13.04.711.892 I slot print_timing: id  3 | task 410 |        eval time =    3182.64 ms /     8 tokens (  454.66 ms per token,     2.20 tokens per second)
13.04.711.893 I slot print_timing: id  3 | task 410 |       total time =   13223.68 ms /   264 tokens
13.04.711.894 I slot print_timing: id  3 | task 410 |    graphs reused =        253
13.04.711.918 I slot      release: id  3 | task 410 | stop processing: n_tokens = 263, truncated = 0
13.09.717.195 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.973
13.09.717.241 I slot launch_slot_: id  3 | task 420 | processing task, is_child = 0
13.18.064.909 I slot print_timing: id  3 | task 420 | prompt processing, n_tokens =    252, progress = 0.98, t =   8.35 s / 30.19 tokens per second
13.22.868.048 I slot print_timing: id  3 | task 420 | prompt eval time =    9955.72 ms /   256 tokens (   38.89 ms per token,    25.71 tokens per second)
13.22.868.053 I slot print_timing: id  3 | task 420 |        eval time =    3194.94 ms /     8 tokens (  456.42 ms per token,     2.19 tokens per second)
13.22.868.054 I slot print_timing: id  3 | task 420 |       total time =   13150.67 ms /   264 tokens
13.22.868.055 I slot print_timing: id  3 | task 420 |    graphs reused =        259
13.22.868.078 I slot      release: id  3 | task 420 | stop processing: n_tokens = 263, truncated = 0
13.27.873.026 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.973
13.27.873.069 I slot launch_slot_: id  3 | task 430 | processing task, is_child = 0
13.36.340.890 I slot print_timing: id  3 | task 430 | prompt processing, n_tokens =    252, progress = 0.98, t =   8.47 s / 29.76 tokens per second
13.41.115.914 I slot print_timing: id  3 | task 430 | prompt eval time =   10072.84 ms /   256 tokens (   39.35 ms per token,    25.41 tokens per second)
13.41.115.919 I slot print_timing: id  3 | task 430 |        eval time =    3169.87 ms /     8 tokens (  452.84 ms per token,     2.21 tokens per second)
13.41.115.920 I slot print_timing: id  3 | task 430 |       total time =   13242.71 ms /   264 tokens
13.41.115.921 I slot print_timing: id  3 | task 430 |    graphs reused =        265
13.41.115.944 I slot      release: id  3 | task 430 | stop processing: n_tokens = 263, truncated = 0
13.46.120.909 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.973
13.46.120.952 I slot launch_slot_: id  3 | task 440 | processing task, is_child = 0
13.54.479.206 I slot print_timing: id  3 | task 440 | prompt processing, n_tokens =    252, progress = 0.98, t =   8.36 s / 30.15 tokens per second
13.59.284.538 I slot print_timing: id  3 | task 440 | prompt eval time =    9983.01 ms /   256 tokens (   39.00 ms per token,    25.64 tokens per second)
13.59.284.544 I slot print_timing: id  3 | task 440 |        eval time =    3180.44 ms /     8 tokens (  454.35 ms per token,     2.20 tokens per second)
13.59.284.545 I slot print_timing: id  3 | task 440 |       total time =   13163.45 ms /   264 tokens
13.59.284.546 I slot print_timing: id  3 | task 440 |    graphs reused =        271
13.59.284.569 I slot      release: id  3 | task 440 | stop processing: n_tokens = 263, truncated = 0
14.04.289.730 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.973
14.04.289.772 I slot launch_slot_: id  3 | task 450 | processing task, is_child = 0
14.12.677.682 I slot print_timing: id  3 | task 450 | prompt processing, n_tokens =    252, progress = 0.98, t =   8.39 s / 30.04 tokens per second
14.17.450.311 I slot print_timing: id  3 | task 450 | prompt eval time =    9988.85 ms /   256 tokens (   39.02 ms per token,    25.63 tokens per second)
14.17.450.316 I slot print_timing: id  3 | task 450 |        eval time =    3171.55 ms /     8 tokens (  453.08 ms per token,     2.21 tokens per second)
14.17.450.317 I slot print_timing: id  3 | task 450 |       total time =   13160.40 ms /   264 tokens
14.17.450.318 I slot print_timing: id  3 | task 450 |    graphs reused =        277
14.17.450.340 I slot      release: id  3 | task 450 | stop processing: n_tokens = 263, truncated = 0
14.22.456.169 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.973
14.22.456.215 I slot launch_slot_: id  3 | task 460 | processing task, is_child = 0
14.30.924.542 I slot print_timing: id  3 | task 460 | prompt processing, n_tokens =    252, progress = 0.98, t =   8.47 s / 29.76 tokens per second
14.35.722.356 I slot print_timing: id  3 | task 460 | prompt eval time =   10072.68 ms /   256 tokens (   39.35 ms per token,    25.42 tokens per second)
14.35.722.362 I slot print_timing: id  3 | task 460 |        eval time =    3193.32 ms /     8 tokens (  456.19 ms per token,     2.19 tokens per second)
14.35.722.364 I slot print_timing: id  3 | task 460 |       total time =   13266.00 ms /   264 tokens
14.35.722.365 I slot print_timing: id  3 | task 460 |    graphs reused =        283
14.35.722.388 I slot      release: id  3 | task 460 | stop processing: n_tokens = 263, truncated = 0
14.40.727.025 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.973
14.40.727.066 I slot launch_slot_: id  3 | task 470 | processing task, is_child = 0
14.49.087.911 I slot print_timing: id  3 | task 470 | prompt processing, n_tokens =    252, progress = 0.98, t =   8.36 s / 30.14 tokens per second
14.53.875.997 I slot print_timing: id  3 | task 470 | prompt eval time =    9965.44 ms /   256 tokens (   38.93 ms per token,    25.69 tokens per second)
14.53.876.003 I slot print_timing: id  3 | task 470 |        eval time =    3183.35 ms /     8 tokens (  454.76 ms per token,     2.20 tokens per second)
14.53.876.004 I slot print_timing: id  3 | task 470 |       total time =   13148.79 ms /   264 tokens
14.53.876.005 I slot print_timing: id  3 | task 470 |    graphs reused =        289
14.53.876.031 I slot      release: id  3 | task 470 | stop processing: n_tokens = 263, truncated = 0
14.58.880.894 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.973
14.58.880.938 I slot launch_slot_: id  3 | task 480 | processing task, is_child = 0
15.07.291.594 I slot print_timing: id  3 | task 480 | prompt processing, n_tokens =    252, progress = 0.98, t =   8.41 s / 29.96 tokens per second
15.12.074.158 I slot print_timing: id  3 | task 480 | prompt eval time =   10006.66 ms /   256 tokens (   39.09 ms per token,    25.58 tokens per second)
15.12.074.163 I slot print_timing: id  3 | task 480 |        eval time =    3186.42 ms /     8 tokens (  455.20 ms per token,     2.20 tokens per second)
15.12.074.164 I slot print_timing: id  3 | task 480 |       total time =   13193.08 ms /   264 tokens
15.12.074.165 I slot print_timing: id  3 | task 480 |    graphs reused =        295
15.12.074.187 I slot      release: id  3 | task 480 | stop processing: n_tokens = 263, truncated = 0
15.17.078.829 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 0.973
15.17.078.870 I slot launch_slot_: id  3 | task 490 | processing task, is_child = 0
15.25.466.649 I slot print_timing: id  3 | task 490 | prompt processing, n_tokens =    252, progress = 0.98, t =   8.39 s / 30.04 tokens per second
15.30.252.109 I slot print_timing: id  3 | task 490 | prompt eval time =    9993.39 ms /   256 tokens (   39.04 ms per token,    25.62 tokens per second)
15.30.252.115 I slot print_timing: id  3 | task 490 |        eval time =    3179.71 ms /     8 tokens (  454.24 ms per token,     2.20 tokens per second)
15.30.252.117 I slot print_timing: id  3 | task 490 |       total time =   13173.10 ms /   264 tokens
15.30.252.118 I slot print_timing: id  3 | task 490 |    graphs reused =        301
15.30.252.144 I slot      release: id  3 | task 490 | stop processing: n_tokens = 263, truncated = 0
15.35.256.209 I srv    operator(): operator(): cleaning up before exit...
